"speaker","text","neg","neu","pos","compound","firstmatch","starttime","lastmatch","endtime","simple","matched","ratio"
"O'ROURKE","Yes and I'll tell you why.",0.0,0.649,0.351,0.4019,16284,6204.084,16289,6205.634,"yes and i'll tell you why","yes and i'll tell you why",1.0
"TODD","How by the way? If the answer is yes.",0.0,0.748,0.252,0.4019,16290,6206.684,16306,6213.84,"how by the way if the answer is yes","how if the insurgents one of the most powerful pieces of art in united states capital is",0.42276422764227645
"O'ROURKE","One of the most powerful pieces of art in the United States Capitol is the Trumbull painting of General George Washington resigning his commission to the Continental Congress at the height of his power submitting to the rule of law and the will of people. That has withstood the test of time for the last 243 years.",0.031,0.874,0.095,0.6115,16310,6215.08,16378,6238.25,"one of the most powerful pieces of art in the united states capitol is the trumbull painting of general george washington resigning his commission to the continental congress at the height of his power submitting to the rule of law and the will of people that has withstood the test of time for the last 243 years","of general george washington resigning his commission to the continental congress at the height of his power submitting to the rule of law in the will of people that has withstood the test of time for the last 243 years if we set another precedent now that a candidate who invited the participation of a foreign power a president who sought to obstruct the investigation into the invasion of",0.6193181818181818
"O'ROURKE","If we set another precedent now that a candidate who invited the participation of a foreign power a president who sought to obstruct the investigation into the invasion of our democracy if we allow him to get away with this with complete impunity then we will have set a new standard and that is that some people because of the position of power and public trust that they hold are above the law. And we cannot allow that to stand.",0.0,0.911,0.089,0.7269,16381,6239.21,16474,6261.16,"if we set another precedent now that a candidate who invited the participation of a foreign power a president who sought to obstruct the investigation into the invasion of our democracy if we allow him to get away with this with complete impunity then we will have set a new standard and that is that some people because of the position of power and public trust that they hold are above the law and we cannot allow that to stand","if we allow him to get away with this with complete impunity then we will have set a new standard and that is that some people because of the position of power and public trust that they hold are above the law and we cannot allow that to stand so we must begin impeachment now so that we have the facts and the truth and we followed them as far as they go and it's high up as they reach and we save this democracy and if we've not been able to do that",0.5522727272727272
"O'ROURKE","So we must begin impeachment now so that we have the facts and the truth and we follow them as far as they go and as high up as they reach and we save this democracy. And if we've not been able to do that in this year or the year that follows and under my administration our Department of Justice will pursue these facts and ensure that there are consequences there is accountability and there is justice. It's the only way that we save this country.",0.0,0.806,0.194,0.9531,16481,6262.49,16580,6295.08,"so we must begin impeachment now so that we have the facts and the truth and we follow them as far as they go and as high up as they reach and we save this democracy and if we've not been able to do that in this year or the year that follows and under my administration our department of justice will pursue these facts and ensure that there are consequences there is accountability and there is justice it's the only way that we save this country","that follows and under my administration our department of justice will pursue these facts and ensure that there are there consequences there is accountability and there is justice it's the only way that we save this country thank you congressman theo theo because of the accountability issues that congressman o'rourke was just describing there and the rial political landscape in which to nancy pelosi is saying that impeachment will not be pursued in the house it raises the prospect and the moola report raises the prospect that president trump could be prosecuted for some of those potential crimes down the",0.4664778092540132
"TODD","Thank you Congressman O'Rourke.",0.0,0.545,0.455,0.3612,"","","","","thank you congressman o'rourke","",0.0
"MADDOW","Congressman Delaney because of the accountability issues that Congressman O'Rourke was just describing there and the real political landscape in which Nancy Pelosi is saying that impeachment will not be pursued in the House it raises the prospect  and the Mueller Report raises the prospect that President Trump could be prosecuted for some of those potential crimes down the line. No U.S. president has ever been prosecuted for crimes after leaving office. Do you believe that President Trump could or should be the first?",0.081,0.87,0.048,-0.4588,16597,6301.38,16699,6331.788,"congressman delaney because of the accountability issues that congressman o'rourke was just describing there and the real political landscape in which nancy pelosi is saying that impeachment will not be pursued in the house it raises the prospect and the mueller report raises the prospect that president trump could be prosecuted for some of those potential crimes down the line no u s president has ever been prosecuted for crimes after leaving office do you believe that president trump could or should be the first","that president trump could or should be the first i guess there's always a first but should he i don't think anyone's above the law i don't think anyone is above the law including a president i support speaker pelosi's decisions that she's making in the in the house of representative right now is speaker i think she knows more about the decision as to whether to impeach the president than any of the 2020 candidates combined conceded so but i do think i do think that no one's above the law and this president who is lawless should not be above the",0.46024321796071094
"DELANEY","I guess there's always a first.",0.0,1.0,0.0,0.0,16702,6332.718,16702,6332.788,"i guess there's always a first","i",0.06451612903225806
"MADDOW","Should he be?",0.0,1.0,0.0,0.0,"","","","","should he be","",0.0
"DELANEY","I don't think anyone is above the law. I don't think anyone is above the law including a president. I support Speaker Pelosi's decisions that she is making in the House of Representatives right now as speaker. I think she knows more about the decision as to whether to impeach the president than any of the 2020 candidates combined.",0.0,0.952,0.048,0.4019,16707,6333.788,16750,6345.828,"i don't think anyone is above the law i don't think anyone is above the law including a president i support speaker pelosi's decisions that she is making in the house of representatives right now as speaker i think she knows more about the decision as to whether to impeach the president than any of the 2020 candidates combined","the one thing when you're out doing has been much campaigning as i've done 400 events all 99 counties in iowa this is not the number one issue the american people ask us about it's not they want to know what we're going to",0.44727272727272727
"MADDOW","Conceded. On the issue of prosecution",0.39,0.61,0.0,-0.4939,"","","","","conceded on the issue of prosecution","",0.0
"DELANEY","So  but I do think  I do think the  no one is above the law and this president who is lawless should not be above the law. But I will tell you Rachel the one thing when you're out doing as much campaigning as I've done 400 events all 99 counties in Iowa this is not the number-one issue the American people ask us about.",0.044,0.956,0.0,-0.4215,16751,6345.828,16751,6345.978,"so but i do think i do think the no one is above the law and this president who is lawless should not be above the law but i will tell you rachel the one thing when you're out doing as much campaigning as i've done 400 events all 99 counties in iowa this is not the number-one issue the american people ask us about","do",0.012618296529968454
"DELANEY","It's not. They want to know what we're going to do for health care how we're going to lower pharmaceutical prices how we're going to build infrastructure what we're going to do to create jobs in their communities.",0.08,0.796,0.124,0.4363,16770,6351.108,16830,6369.248,"it's not they want to know what we're going to do for health care how we're going to lower pharmaceutical prices how we're going to build infrastructure what we're going to do to create jobs in their communities","to create jobs in their communities you know last year in our country 80% of the money for start up businesses went to 50 counties in this country there's over 3000 counties in this country that's what they care about they care about is going on in the public schools they care about what's going on with jobs in their communities",0.4879852125693161
"DELANEY","You know last year in our country 80 percent of the money for start-up businesses went to 50 counties in this country.",0.0,1.0,0.0,0.0,16846,6375.458,16846,6375.528,"you know last year in our country 80 percent of the money for start-up businesses went to 50 counties in this country","of",0.03361344537815126
"DELANEY","There's over 3000 counties in this country. That's what they care about. They care about what's going on in the public schools. They care about what's going on with jobs in their communities with their pay with their health care with infrastructure. These are the issues these kind of kitchen-table pocket-book issues",0.023,0.768,0.209,0.9081,16853,6378.628,16879,6388.108,"there's over 3000 counties in this country that's what they care about they care about what's going on in the public schools they care about what's going on with jobs in their communities with their pay with their health care with infrastructure these are the issues these kind of kitchen-table pocket-book issues","what most americans care about they never ask about congressman your time's never asked about it they want we're going to solve the time so here's the",0.4146868250539957
"MADDOW","Understood.",0.0,1.0,0.0,0.0,"","","","","understood","",0.0
"DELANEY"," are actually what most Americans care about. They never ask about the Mueller Report.",0.0,0.789,0.211,0.539,16886,6390.798,16886,6390.908,"are actually what most americans care about they never ask about the mueller report","the",0.06976744186046512
"MADDOW","Congressman thank you. Your time is up.",0.0,0.706,0.294,0.3612,"","","","","congressman thank you your time is up","",0.0
"DELANEY","They never ask about it. They want to know how we're going to solve these problems.",0.144,0.691,0.165,-0.1531,16900,6394.588,16900,6394.878,"they never ask about it they want to know how we're going to solve these problems","about",0.11627906976744186
"MADDOW","Your time's",0.0,1.0,0.0,0.0,"","","","","your time's","",0.0
"TODD","Here's the thing. I still  Senator",0.0,1.0,0.0,0.0,16904,6395.958,16904,6396.038,"here's the thing i still senator","the",0.17142857142857143
"KLOBUCHAR"," but if we let the Republicans run our elections and if do not do something about Russian interference in the election and we let Mitch McConnell stop all the backup paper ballots then we're not going to get what we want to do.",0.062,0.906,0.032,-0.3291,16907,6396.578,16939,6405.058,"but if we let the republicans run our elections and if do not do something about russian interference in the election and we let mitch mcconnell stop all the backup paper ballots then we're not going to get what we want to do","we let mitch mcconnell stop all the backup paper ballots that we're not gonna get what we i gotta sneak in it but we blew through a break which is good news to",0.4947916666666667
"TODD","I've got to sneak in  we blew through a break which was good news to give you more time so I got to sneak one in now. More of this debate. It's picking up here. It continues right after this.",0.0,0.927,0.073,0.4404,16947,6406.188,16961,6410.918,"i've got to sneak in we blew through a break which was good news to give you more time so i got to sneak one in now more of this debate it's picking up here it continues right after this","sneak one in now maura this debate picking up here it continues right after this",0.5789473684210527
"HOLT","We are back from Miami and it's time now for closing statements. Each candidate has 45 seconds. We want to begin with former Congressman Delaney.",0.0,0.949,0.051,0.0772,16968,6631.219,16993,6644.269,"we are back from miami and it's time now for closing statements each candidate has 45 seconds we want to begin with former congressman delaney","we want to begin with former congressman dilating closing now closing okay 45 way we could go on together we're on we're on a mission to",0.45323741007194246
"DELANEY","Closing now?",0.0,1.0,0.0,0.0,"","","","","closing now","",0.0
"HOLT","Closing 45 seconds. We could make  we could go on.",0.0,1.0,0.0,0.0,"","","","","closing 45 seconds we could make we could go on","",0.0
"DELANEY","Together we are on a mission. We're on a mission to find the America that's been lost lost through infighting lost through inaction. We're so much better than this. We're a country that used to do things. We saved the world. We created the American dream for millions of people like myself the grandson of immigrants the son of a union electrician who went on to become a successful business leader and create thousands of jobs.",0.102,0.687,0.211,0.8583,17006,6649.369,17058,6666.219,"together we are on a mission we're on a mission to find the america that's been lost lost through infighting lost through inaction we're so much better than this we're a country that used to do things we saved the world we created the american dream for millions of people like myself the grandson of immigrants the son of a union electrician who went on to become a successful business leader and create thousands of jobs","we're so much better than this we're a country that used to do things we saved the world we created the american dream for millions of people like myself the grandson of immigrants the son of a union electrician's who went on to become a successful business leader and create thousands of jobs",0.813986013986014
"DELANEY","But we did these things with real solutions not with impossible promises. And those are the roots that we have to get back to. I'm running for president to solve these problems to build infrastructure to fix our broken health care system to invest in communities that have been left behind to improve public education.",0.122,0.732,0.146,0.1571,17059,6666.889,17112,6686.439,"but we did these things with real solutions not with impossible promises and those are the roots that we have to get back to i'm running for president to solve these problems to build infrastructure to fix our broken health care system to invest in communities that have been left behind to improve public education","but we did these things with rials solutions not with impossible promises and those are the roots that we have to get back to i'm running for president to solve these problems to build infrastructure to fix our broken healthcare system to invest in communities that have been left behind to improve public education",0.9936507936507937
"HOLT","Your",0.0,1.0,0.0,0.0,"","","","","your","",0.0
"DELANEY","I just don't want to be your president to be your president.",0.109,0.891,0.0,-0.0572,17113,6687.399,17129,6692.049,"i just don't want to be your president to be your president","i just don't want to be your president to be 45 i wanted to be your president",0.8676470588235294
"HOLT","Congressman your 45 seconds is over.",0.0,1.0,0.0,0.0,17137,6693.898,17137,6694.008,"congressman your 45 seconds is over","is",0.10810810810810811
"DELANEY","I want to be your president to do the job.",0.0,0.86,0.14,0.0772,17152,6702.948,17163,6707.298,"i want to be your president to do the job","your closing statement it matters it matters in this fight for the",0.4485981308411215
"HOLT","Thank you sir.",0.0,0.444,0.556,0.3612,"","","","","thank you sir","",0.0
"DELANEY","This is not about me. This is about getting America working again.",0.0,1.0,0.0,0.0,"","","","","this is not about me this is about getting america working again","",0.0
"HOLT","Thank you.",0.0,0.286,0.714,0.3612,"","","","","thank you","",0.0
"GUTHRIE","Mayor De Blasio. Mayor your closing statement.",0.0,1.0,0.0,0.0,"","","","","mayor de blasio mayor your closing statement","",0.0
"DE BLASIO","It matters. It matters in this fight for the heart and soul of our party that we nominate a candidate who has seen the face of poverty and didn't just talk about it but gave people $15 minimum wage.",0.097,0.807,0.097,-0.25,17178,6711.318,17216,6726.028,"it matters it matters in this fight for the heart and soul of our party that we nominate a candidate who has seen the face of poverty and didn't just talk about it but gave people $15 minimum wage","the face of poverty and then just talk about it but gave people $15 minimum wage it matters that we nominate a candidate who saw the destruction wrought by broken healthcare system and gave people universal health care it",0.513189448441247
"DE BLASIO","It matters that we nominate a candidate who saw the destruction wrought by a broken health care system and gave people universal health care. It matters that we choose someone who saw the wasted potential of our children denied pre-K and gave it to every single one of them for free.",0.199,0.617,0.184,-0.4588,17217,6726.028,17265,6740.648,"it matters that we nominate a candidate who saw the destruction wrought by a broken health care system and gave people universal health care it matters that we choose someone who saw the wasted potential of our children denied pre-k and gave it to every single one of them for free","matters that we choose someone who saw the wasted potential of our children denied pre k and gave it to every single one of them for free these things really matter and these are the things i've done in new york and i want to do the same for",0.5210727969348659
"DE BLASIO","These things really matter. And these are the things that I've done in New York and I want to do the same for this whole country because putting working people first it matters. We need to be that party again. Let's work together. With your help we can put working people first again in America.",0.0,0.842,0.158,0.7346,17280,6746.698,17310,6760.398,"these things really matter and these are the things that i've done in new york and i want to do the same for this whole country because putting working people first it matters we need to be that party again let's work together with your help we can put working people first again in america","that party again let's work together with your help we can put working people first again in america thank you mayor de blasio 45 seconds three i have three grandchildren we",0.44924406047516197
"GUTHRIE","Thank you Mayor De Blasio. Right on time.",0.0,0.737,0.263,0.3612,"","","","","thank you mayor de blasio right on time","",0.0
"DIAZ-BALART","Governor Inslee 45 seconds.",0.0,1.0,0.0,0.0,"","","","","governor inslee 45 seconds","",0.0
"INSLEE","grandchildren we love them all. And when I was thinking about whether to run for president I made a decision. I decided that on my last day on Earth I wanted to look them in the eye and tell them I did everything humanly possible to protect them from the ravages of the climate crisis.",0.072,0.808,0.12,0.4019,17311,6760.398,17382,6786.328,"grandchildren we love them all and when i was thinking about whether to run for president i made a decision i decided that on my last day on earth i wanted to look them in the eye and tell them i did everything humanly possible to protect them from the ravages of the climate crisis","love them all and when i was thinking about whether run for president i made a decision i decided it on my last an earth i wanted to look them in the eye and tell him i did everything humanly possible to protect them from the ravages of the climate crisis and i know to a moral certainty if we do not have the next president who commits to this is the",0.7993680884676145
"INSLEE","And I know to a moral certainty if we do not have the next president who commits to this as the top priority it won't get done. And I am the only candidate  frankly I'm surprised. I'm the only candidate who's made this commitment to make it the top priority.",0.0,0.779,0.221,0.8225,17388,6787.968,17422,6798.788,"and i know to a moral certainty if we do not have the next president who commits to this as the top priority it won't get done and i am the only candidate frankly i'm surprised i'm the only candidate who's made this commitment to make it the top priority","and i am the only candidate frankly i'm surprised i'm the only candidate who has made this commitment to make it the top priority if you join me in that recognition of how important this",0.5727272727272728
"INSLEE","If you join me in that recognition of how important this is we can have a unified national mission. We can save ourselves. We can save our children. We can save our grandchildren. And we can save literally the life on this planet. This is our moment.",0.0,0.668,0.332,0.9545,17423,6798.788,17457,6813.618,"if you join me in that recognition of how important this is we can have a unified national mission we can save ourselves we can save our children we can save our grandchildren and we can save literally the life on this planet this is our moment","is we can have a unified national mission we can save ourselves we can save our children we can save our grandchildren and we can save literally life on this planet this is our moment",0.8571428571428571
"DIAZ-BALART","Governor thank you.",0.0,0.444,0.556,0.3612,"","","","","governor thank you","",0.0
"TODD","Congressman Ryan your 45 seconds.",0.0,1.0,0.0,0.0,17458,6814.453,17459,6815.223,"congressman ryan your 45 seconds","congressman ryan",0.6666666666666666
"RYAN","There's nothing worse than not being heard. Nothing worse than not being seen. And I know that because I've represented for 17 years in Congress a forgotten community.",0.063,0.766,0.17,0.4953,17462,6818.283,17489,6828.943,"there's nothing worse than not being heard nothing worse than not being seen and i know that because i've represented for 17 years in congress a forgotten community","there's nothing worse that not being heard nothing worse than not being seen and i know that because i've represented for 17 years in congress have forgotten community",0.9848942598187311
"RYAN","They've tried to divide us who's white who's black who's gay who's straight who's a man who's a woman. And they ran away with all the gold because they divided the working class. It's time for us to come together.",0.0,0.951,0.049,0.2263,17490,6829.623,17529,6842.883,"they've tried to divide us who's white who's black who's gay who's straight who's a man who's a woman and they ran away with all the gold because they divided the working class it's time for us to come together","they've tried to divide us who's white who's black who's gay who's straight who's a man who's a woman and they ran away with all the gold because they divided the working class it's time for us to come together",1.0
"RYAN","I don't know how you feel but I'm ready to play some offense. I come from the middle of industrial America but these problems are all over our country. There's a tent city in L.A. There's homeless people and people around our country who can't afford a home. It's time for us to get back on track. The teacher in Texas the nurse in New Hampshire the waitress in Wisconsin all of us coming together playing offense with an agenda that lifts everybody up.",0.094,0.812,0.094,0.0,17530,6842.883,17614,6870.133,"i don't know how you feel but i'm ready to play some offense i come from the middle of industrial america but these problems are all over our country there's a tent city in l a there's homeless people and people around our country who can't afford a home it's time for us to get back on track the teacher in texas the nurse in new hampshire the waitress in wisconsin all of us coming together playing offense with an agenda that lifts everybody up","i don't know how you feel but i'm ready to play some offense i come from the middle of industrial america but these problems are all over our country there's a tent city in l a there's homeless people and people around our country who can't afford ah home it's time for us to get back on track the teacher in texas the nurse in new hampshire the waitress and wisconsin all of us coming together playing offense with an agenda that lifts everybody up",0.9955357142857143
"TODD","Thank you Congressman.",0.0,0.444,0.556,0.3612,"","","","","thank you congressman","",0.0
"RYAN","I will only promise you one thing. When I walk into that Oval Office every morning you will not be forgotten.",0.0,0.811,0.189,0.4526,17616,6870.593,17635,6877.373,"i will only promise you one thing when i walk into that oval office every morning you will not be forgotten","i will only promise you one thing when i walk into that oval office every morning you will not be",0.9509803921568627
"TODD","Thank you Congressman.",0.0,0.444,0.556,0.3612,"","","","","thank you congressman","",0.0
"RYAN","Your voice will be heard. Thank you.",0.0,0.706,0.294,0.3612,17639,6878.373,17645,6881.083,"your voice will be heard thank you","your voice will be heard thank you",1.0
"MADDOW","Congresswoman Gabbard you have 45 seconds for your closing.",0.0,1.0,0.0,0.0,17646,6885.373,"","","congresswoman gabbard you have 45 seconds for your closing","",0.0
"GABBARD","Our nation was founded on the principles of service above self people who fled kings who literally prospered on the backs and the sacrifices of people coming here to this country instead putting in place a government that is of by and for the people.",0.027,0.973,0.0,-0.0516,17647,6885.493,17691,6904.293,"our nation was founded on the principles of service above self people who fled kings who literally prospered on the backs and the sacrifices of people coming here to this country instead putting in place a government that is of by and for the people","our nation was founded on the principles of service above self people who fled kings who literally prospered on the backs of the sacrifices of people coming here to this country instead putting in place a government that is of by and for the people",0.9899396378269618
"GABBARD","But that's not what we have. Instead we have a government that is of by and for the rich and powerful. This must end. As president our White House  our White House will be a beacon of light providing hope and opportunity ushering in a new century where every single person will be able to get the health care they need where we will have clean air to breathe and clean water to drink where we will have good-paying jobs and a new green economy. Join me in ushering in this new century with peace prosperity opportunity and justice for all.",0.0,0.725,0.275,0.9843,17692,6905.083,17793,6938.36,"but that's not what we have instead we have a government that is of by and for the rich and powerful this must end as president our white house our white house will be a beacon of light providing hope and opportunity ushering in a new century where every single person will be able to get the health care they need where we will have clean air to breathe and clean water to drink where we will have good-paying jobs and a new green economy join me in ushering in this new century with peace prosperity opportunity and justice for all","but that's not what we have instead we have a government that is of by and for the rich and powerful this must end as president are white house our white house will be a beacon of light providing hope and opportunity ushering in a new century where every single person will be able to get the health care they need where we will have clean air to breathe and clean water to drink where we will have good paying jobs in a new green economy join me in ushering in this new century with peace prosperity opportunity and justice for all",0.9915492957746479
"MADDOW","Congresswoman thank you.",0.0,0.444,0.556,0.3612,"","","","","congresswoman thank you","",0.0
"HOLT","Secretary Castro you have 45 seconds sir.",0.0,1.0,0.0,0.0,17795,6944.4,17795,6945.01,"secretary castro you have 45 seconds sir","castro",0.2608695652173913
"CASTRO","Me llamo Julian Castro y estoy postolando por presidente de los Estados Unidos.",0.0,1.0,0.0,0.0,"","","","","me llamo julian castro y estoy postolando por presidente de los estados unidos","",0.0
"CASTRO","The very fact that I can say that tonight shows the progress that we have made in this country. Like many of you I know the promise of America. My grandmother came here when she was 7 years old as an immigrant from Mexico and just two generations later one of her grandsons is serving in the United States Congress and the other one is running for president of the United States.",0.0,0.829,0.171,0.9042,17802,6947.6,17872,6968.87,"the very fact that i can say that tonight shows the progress that we have made in this country like many of you i know the promise of america my grandmother came here when she was 7 years old as an immigrant from mexico and just two generations later one of her grandsons is serving in the united states congress and the other one is running for president of the united states","the very fact that i can say that tonight shows the progress that we have made in this country like many of you i know the promise of america my grandmother came here when she was seven years old as an immigrant from mexico and just two generations later one of her grandson's is serving the united states congress and the other one is running for president of the united states",0.986737400530504
"CASTRO","If I'm elected president I will work hard every single day so that you and your family can get good health care your child can get a good education and that you can have good job opportunities whether you live in a big city or a small town. And on January 20 2021 we'll say adios to Donald Trump.",0.022,0.755,0.223,0.9201,17874,6970.56,17932,6986.88,"if i'm elected president i will work hard every single day so that you and your family can get good health care your child can get a good education and that you can have good job opportunities whether you live in a big city or a small town and on january 20 2021 we'll say adios to donald trump","i'm elected president i will work hard every single day so that you and your family can get good health care your child can get a good education and you can have good job opportunities whether you live in a big city or a small town and on january 20th 2021 will say of the oss the donald trump",0.9540034071550255
"GUTHRIE","Senator Klobuchar the floor is yours.",0.0,1.0,0.0,0.0,17934,6992.03,17936,6992.69,"senator klobuchar the floor is yours","floor is yours",0.56
"KLOBUCHAR","Three things to know about me. First I listen to people and that's how I get things done. That is my focus. I have a track record of passing over 100 bills where I'm the lead Democrat. And that is because I listened and I acted. And I think that's important in a president. Everything else just melts away.",0.0,0.965,0.035,0.2023,17937,6993.73,17995,7011.25,"three things to know about me first i listen to people and that's how i get things done that is my focus i have a track record of passing over 100 bills where i'm the lead democrat and that is because i listened and i acted and i think that's important in a president everything else just melts away","three things to know about me first i listen to people and that's how i get things done that is my focus i have a track record of passing over 100 bills where i'm the lead democrat and that is because i listen and i acted and i think that's important in a president everything else just melts away",0.9966442953020134
"KLOBUCHAR","Secondly I'm someone that can win and beat Donald trump. I have won every place every race and every time. I have won in the reddest of districts ones that Donald Trump won by over 20 points. I can win in states like Wisconsin and Iowa and in Michigan.",0.0,0.654,0.346,0.969,17996,7011.73,18044,7028.09,"secondly i'm someone that can win and beat donald trump i have won every place every race and every time i have won in the reddest of districts ones that donald trump won by over 20 points i can win in states like wisconsin and iowa and in michigan","secondly i'm someone that can win and beat donald trump i have won every place every race and every time i have one in the reddest of district's ones that donald trump won by over 20 points i could win in states like wisconsin and iowa and in michigan",0.9819639278557114
"KLOBUCHAR","And finally yeah I am not the establishment party candidate. I've got respect but I'm not that person. I am the one that doesn't have a political machine that doesn't come from money. And I don't make all the promises that everyone up here makes.",0.036,0.81,0.154,0.662,18045,7028.29,18089,7040.48,"and finally yeah i am not the establishment party candidate i've got respect but i'm not that person i am the one that doesn't have a political machine that doesn't come from money and i don't make all the promises that everyone up here makes","and finally yeah i am not the establishment party candidate i've got respect but i'm not that person i am the one that doesn't have a political machine that doesn't come from money and i don't make all the promises that everyone up here makes",1.0
"KLOBUCHAR","But I can promise you this. I am going to govern with integrity. I'm going to (OFF-MIKE)",0.0,0.726,0.274,0.5994,18090,7040.49,18103,7044.83,"but i can promise you this i am going to govern with integrity i'm going to (off-mike)","but i can promise you this i am going to govern with integrity i'm",0.868421052631579
"KLOBUCHAR","I'm going to govern for you.",0.0,1.0,0.0,0.0,18109,7046.28,18113,7047.61,"i'm going to govern for you","i'm gonna govern for you",0.8627450980392157
"GUTHRIE","Thank you Senator.",0.0,0.444,0.556,0.3612,18114,7047.62,18115,7047.98,"thank you senator","thank you",0.6923076923076923
"BOOKER","Gracias. Fifty years ago this month my family moved into the town I grew up in because after being denied a house because of the color of their skin it was activists mostly white activists that stood up and fought for them. That's the best of who we are as America and why when I got out of law school I moved into the inner city of Newark to fight as a tenant lawyer for other people's rights.",0.096,0.852,0.052,-0.3818,18117,7054.52,18190,7073.132,"gracias fifty years ago this month my family moved into the town i grew up in because after being denied a house because of the color of their skin it was activists mostly white activists that stood up and fought for them that's the best of who we are as america and why when i got out of law school i moved into the inner city of newark to fight as a tenant lawyer for other people's rights","years ago this model my family moved into the town i grew up in because after being denied house because of the color of their skin it was activist mostly white activists that stood up and fought for them that's the best of who we are is america why would i got out of law school i moved into the inner city of newark to fight as a tenant lawyer for other people's rights",0.952755905511811
"BOOKER","I've taken on bullies and beat them. I've taken on tough fights and we've won. And we win those fights not by showing the worst of who we are by rising to who's best.",0.221,0.543,0.235,0.4019,18191,7073.752,18224,7083.222,"i've taken on bullies and beat them i've taken on tough fights and we've won and we win those fights not by showing the worst of who we are by rising to who's best","i've taken on bulls and beat them i've taken on tough fights and we've won and we win those fights not by showing the worst of who we are but rising to whose best",0.9784615384615385
"BOOKER","Donald Trump wants us to fight him on his turf and his terms. We will beat him I will beat him by calling this country to a sense of common purpose again. This is a referendum on him and getting rid of him but it's also a referendum on us who we are and who we must be to each other.",0.031,0.969,0.0,-0.2023,18225,7083.582,18285,7101.132,"donald trump wants us to fight him on his turf and his terms we will beat him i will beat him by calling this country to a sense of common purpose again this is a referendum on him and getting rid of him but it's also a referendum on us who we are and who we must be to each other","donald trump wants us to fight him on his turf and his terms we will be him i will beat him by calling this country toe a sense of common purpose again this is a referendum on him and getting rid of him but it's also a referendum on us who we are and who we must be to each other",0.9946332737030411
"BOOKER","It's time we win this election. And the way I'll govern is by showing the best of who we are because that's what this country needs and deserves.",0.0,0.765,0.235,0.8402,18286,7101.612,18313,7109.422,"it's time we win this election and the way i'll govern is by showing the best of who we are because that's what this country needs and deserves","it's time we win this election and that way i'll govern is by showing the best of who we are because that's what this country needs and deserves",0.9895470383275261
"DIAZ-BALART","Senator thank you.",0.0,0.444,0.556,0.3612,18314,7109.422,18315,7109.822,"senator thank you","thank you",0.6923076923076923
"TODD","Congressman O'Rourke 45 seconds.",0.0,1.0,0.0,0.0,"","","","","congressman o'rourke 45 seconds","",0.0
"O'ROURKE","Our daughter Molly turned 11 this week. I'm on this stage for her for children across this country including some her same age who've been separated from their parents and are sleeping on concrete floors under aluminum blankets tonight.",0.0,1.0,0.0,0.0,18316,7112.222,18353,7129.332,"our daughter molly turned 11 this week i'm on this stage for her for children across this country including some her same age who've been separated from their parents and are sleeping on concrete floors under aluminum blankets tonight","our daughter molly turned 11 this week i'm on this stage for her for children across this country including song her same age have been separated from their parents are sleeping on concrete floors under aluminum blankets tonight",0.974025974025974
"O'ROURKE","If we're going to be there for them if we're going to confront the challenges that we face we can't return to the same old approach. We're going to need a new kind of politics one directed by the urgency of the next generation those climate activists who are fighting not just for their future but for everyone's those students marching not just for their lives but for all of ours.",0.044,0.94,0.016,-0.2382,18354,7130.322,18419,7150.442,"if we're going to be there for them if we're going to confront the challenges that we face we can't return to the same old approach we're going to need a new kind of politics one directed by the urgency of the next generation those climate activists who are fighting not just for their future but for everyone's those students marching not just for their lives but for all of ours","we're gonna be there for them going to confront the challenges that we face we can't return to the same old approach we're gonna need a new kind of politics one directed by the urgency of the next generation those climate activists who are fighting not just for their future but for everyone's those students marching not just for their lives but for all of ours",0.9649595687331537
"O'ROURKE","We'll need a movement like the one that we led in Texas. It renewed our democracy by bringing everyone in and writing nobody off. That's how we beat Donald Trump. That's how we bring this great country together again. Join us. This is our moment. And the generations that follow are counting on us to meet it.",0.0,0.847,0.153,0.8616,18420,7150.792,18475,7167.002,"we'll need a movement like the one that we led in texas it renewed our democracy by bringing everyone in and writing nobody off that's how we beat donald trump that's how we bring this great country together again join us this is our moment and the generations that follow are counting on us to meet it","we'll need a movement like the one that we lead in texas it renewed our democracy by bringing everyone in and writing nobody off that's how we beat donald trump that's how we bring this great country together again join us this is our moment and the generations that follow are counting on us to meet",0.9933554817275747
"TODD","Thank you Congressman.",0.0,0.444,0.556,0.3612,18476,7167.012,18478,7167.632,"thank you congressman","thank you congressman",1.0
"MADDOW","Senator Warren you have 45 seconds for the final final statement of the evening.",0.0,1.0,0.0,0.0,18479,7168.692,18490,7175.202,"senator warren you have 45 seconds for the final final statement of the evening","45 seconds for the final final statement of the evening thank you",0.7638888888888888
"WARREN","Thank you. It's a great honor to be here. Never in a million years did I think I would stand on a stage like this. I was born and raised in Oklahoma. I have three older brothers. They all joined the military.",0.0,0.716,0.284,0.9062,18491,7175.212,18560,7195.904,"thank you it's a great honor to be here never in a million years did i think i would stand on a stage like this i was born and raised in oklahoma i have three older brothers they all joined the military","it's a great honor to be here never in 1,000,000 years did i think i would stand on a stage like this i was born and raised in oklahoma i have three older brothers they all join the military i had a dream growing up on my dream was to be a public school teacher but the time i graduated from high school my family my family didn't have the",0.6691312384473198
